Model,DPO4034,,,
-4.94E+02,-0.12,0,-0.04,0.04
-4.94E+02,0.24,-0.8,0.12,0.44
-4.94E+02,0.4,-0.08,-0.2,0.52
-4.94E+02,0.96,0.32,-0.44,0.36
-4.94E+02,0.4,0.4,0.6,0.84
-4.94E+02,0.72,-0.08,0.28,0.04
-4.94E+02,-1.04,-0.08,0.68,0.04
-4.94E+02,-0.44,-0.08,1,0.52
-4.94E+02,-0.04,-1.28,1.08,0.6
-4.94E+02,0.04,-0.8,0.44,0.76
-4.94E+02,0.4,0.48,0.36,0.84
-4.94E+02,0.52,0.24,0.76,0.44
-4.94E+02,0.48,0.24,0.76,0.28
-4.94E+02,-0.64,0,0.92,0.6
-4.94E+02,-0.56,0.64,0.28,0.2
-4.94E+02,-0.28,0,0.28,0.52
-4.94E+02,-0.32,-0.16,0.04,0.52
-4.94E+02,0,0.24,-0.04,0.28
-4.94E+02,1.12,0,-0.12,-0.2
-4.94E+02,0.36,-0.16,-0.6,-0.04
-4.94E+02,0.48,0.08,-1.4,0.04
-4.94E+02,-0.08,0.32,-1.16,0.04
-4.94E+02,0.08,0.08,-0.68,0.36
-4.94E+02,0.28,-0.88,-0.2,0.52
-4.94E+02,0.4,-0.24,0.12,0.6
-4.94E+02,0.64,-0.16,-0.04,0.28
-4.94E+02,0.2,0.08,-0.2,0.12
-4.94E+02,1.08,-1.04,0.84,0.44
-4.94E+02,0.44,-0.72,0.68,0.44
-4.94E+02,0.36,0.16,-0.2,0.28
-4.94E+02,0.36,0.4,-0.28,0.2
-4.94E+02,0.64,-1.36,-0.04,0.68
-4.94E+02,0.08,-0.48,-1.56,0.36
-4.94E+02,-0.52,0.8,-1.08,0.28
-4.94E+02,-0.44,0.56,-1.16,0.6
-4.94E+02,-0.2,0,-0.44,0.36
-4.94E+02,0.32,0.16,-1.08,-0.04
-4.94E+02,-0.28,0.96,-0.12,-0.04
-4.94E+02,-0.32,-0.24,0.28,0.44
-4.94E+02,-0.04,-1.04,0.84,0.44
-4.94E+02,-0.16,0.08,0.36,0.04
-4.94E+02,-0.84,1.28,-0.12,0.52
-4.94E+02,-0.32,0.32,0.2,0.68
-4.94E+02,0.16,-0.08,-0.68,1.08
-4.94E+02,-0.92,1.76,-1,0.76
-4.94E+02,-0.28,2.08,-0.68,0.28
-4.94E+02,0.12,0.24,-1.08,0.04
-4.94E+02,-0.64,-0.32,-0.2,0.2
-4.94E+02,0.2,0.56,-0.6,-0.04
-4.94E+02,-0.04,0.24,0.2,0.52
-4.94E+02,0.72,-0.24,0.44,0.84
-4.94E+02,0.24,0.24,-0.12,1.16
-4.94E+02,-0.76,1.6,0.76,0.84
-4.94E+02,-0.44,0.24,1.16,0.68
-4.94E+02,-0.8,-0.08,1.8,1.24
-4.94E+02,-0.08,0.72,0.84,1.16
-4.94E+02,0.04,0.96,0.12,0.6
-4.94E+02,0.52,0.24,-0.04,0.52
-4.94E+02,1.36,0.16,0.2,0.2
-4.94E+02,0.68,0.32,0.68,0.12
-4.94E+02,-0.04,0.4,-0.52,0.28
-4.94E+02,-0.56,-0.32,-0.6,0.68
-4.94E+02,-0.16,-0.08,-1.16,0.76
-4.94E+02,-1.68,0.48,-0.92,1.56
-4.94E+02,-0.8,0.4,-0.84,1
-4.94E+02,0.12,-0.64,-0.44,1.16
-4.94E+02,0.68,-0.08,-0.92,0.68
-4.94E+02,-0.04,0.64,-0.28,0.52
-4.94E+02,-0.28,0.32,0.52,0.44
-4.94E+02,-0.28,-0.56,0.36,0.6
-4.94E+02,-1.08,-0.16,0.12,0.84
-4.94E+02,-0.84,-0.32,-0.76,0.6
-4.94E+02,-1,-0.8,-0.04,1.16
-4.94E+02,0.08,-1.12,-0.12,1.48
-4.94E+02,0.48,0.16,-0.76,1.16
-4.94E+02,0.12,0.48,-0.12,1.24
-4.94E+02,0.4,-0.32,0.36,0.92
-4.94E+02,0.72,-0.72,0.84,0.92
-4.94E+02,0.08,-0.96,0.84,1
-4.94E+02,-0.68,-1.28,1.24,0.76
-4.94E+02,0.52,-0.08,0.2,0.76
-4.94E+02,0.68,-1.12,0.2,0.92
-4.94E+02,-0.64,-0.16,0.68,0.84
-4.94E+02,-0.28,0.32,-0.12,0.44
-4.94E+02,0.84,-0.56,-0.28,0.68
-4.94E+02,0.52,-0.88,-0.68,0.92
-4.94E+02,-0.44,-0.08,-0.36,1.16
-4.94E+02,-0.76,-0.4,0.04,1.08
-4.94E+02,0.28,-0.56,-0.6,1.24
-4.94E+02,0.56,0,-0.36,1
-4.94E+02,-0.44,0.32,-0.2,1.08
-4.94E+02,-0.8,1.12,0.6,0.92
-4.94E+02,0.04,0.72,-0.2,0.76
-4.93E+02,-0.48,-0.16,0.2,1.08
-4.93E+02,-0.68,0.32,0.36,0.84
-4.93E+02,-1.12,0.88,0.2,0.92
-4.93E+02,0.2,0.72,0.68,0.68
-4.93E+02,0.48,0.24,-0.2,0.76
-4.93E+02,-0.88,1.04,0.2,0.92
-4.93E+02,-0.4,0.24,1.08,1
-4.93E+02,0.2,-0.4,-0.2,0.92
-4.93E+02,0.36,0,0.12,1
-4.93E+02,0.84,0.4,0.44,0.52
-4.93E+02,0.64,0.8,0.12,0.44
-4.93E+02,0.08,0.56,-0.04,0.76
-4.93E+02,-0.28,0.56,-0.76,0.68
-4.93E+02,-0.28,0.16,-0.76,0.44
-4.93E+02,0.92,-0.24,-0.12,0.76
-4.93E+02,0.36,0.24,-0.12,0.92
-4.93E+02,0.2,0.8,-0.68,0.44
-4.93E+02,-0.12,1.28,0.12,0.76
-4.93E+02,0.28,-0.08,-0.36,0.44
-4.93E+02,0.52,-0.24,0.28,1
-4.93E+02,-0.28,-0.24,-0.52,0.84
-4.93E+02,-0.04,0.48,-0.04,0.36
-4.93E+02,1.48,0.56,0.6,0.52
-4.93E+02,1.08,0.32,-0.44,0.6
-4.93E+02,0.16,0.88,-0.44,0.52
-4.93E+02,-0.08,0.8,-0.44,0.76
-4.93E+02,-0.72,0.4,-0.44,0.92
-4.93E+02,0,0.48,-0.36,0.6
-4.93E+02,-1.2,0.4,0.44,0.84
-4.93E+02,-0.2,-0.24,-0.28,0.36
-4.93E+02,0.8,-0.24,0.12,0.12
-4.93E+02,-0.36,-0.4,0.6,0.36
-4.93E+02,-0.28,0.8,0.52,0.28
-4.93E+02,-0.16,0.48,1.56,0.52
-4.93E+02,0.84,-0.08,0.6,0.44
-4.93E+02,-1.32,-0.16,0.84,0.84
-4.93E+02,-1.56,0.16,0.84,0.6
-4.93E+02,0.04,-0.16,0.2,0.44
-4.93E+02,0.2,-0.24,0.04,1
-4.93E+02,1.32,0,-0.68,0.28
-4.93E+02,0.64,0.56,-0.12,0.04
-4.93E+02,1.52,-0.32,-0.84,-0.12
-4.93E+02,0.68,-1.12,0.12,0.76
-4.93E+02,0.68,-0.32,0.04,0.04
-4.93E+02,0.84,-0.32,-0.12,-0.04
-4.93E+02,0.24,-0.24,0.28,0.2
-4.93E+02,0.36,-0.72,-0.44,0.2
-4.93E+02,0.2,0.64,0.12,0.6
-4.93E+02,0.08,0.08,-0.6,0.92
-4.93E+02,-0.24,0.4,0.04,1.24
-4.93E+02,-1.08,-0.08,0.2,1.16
-4.93E+02,-0.6,0.4,0.28,0.6
-4.93E+02,-0.28,0.08,0.52,0.76
-4.93E+02,0,0.16,0.36,0.52
-4.93E+02,-0.48,0.96,1,0.76
-4.93E+02,0,0.8,1.08,-0.12
-4.93E+02,0.48,0.24,0.76,0.28
-4.93E+02,0.96,-0.24,0.84,-0.28
-4.93E+02,-0.72,-0.96,1.16,0.04
-4.93E+02,-0.44,-0.64,1.4,0.04
-4.93E+02,-0.64,-0.08,0.6,1.08
-4.93E+02,-0.16,0.16,0.2,1
-4.93E+02,-0.64,-0.16,-0.12,1.32
-4.93E+02,-0.92,0.96,0.84,1.24
-4.93E+02,0.04,0.08,-0.12,0.28
-4.93E+02,0,0.16,1.56,1.16
-4.93E+02,0.24,0.64,0.68,0.12
-4.93E+02,0.28,0.48,1.24,0.2
-4.93E+02,0.76,0.08,0.92,0.12
-4.93E+02,0.48,-0.4,0.84,0.52
-4.93E+02,0.24,0.16,-1.4,0.2
-4.93E+02,-0.8,0.08,-1.32,0.92
-4.93E+02,0.52,0,-1.96,1
-4.93E+02,0,0.08,-1.08,0.6
-4.93E+02,0.16,0,-0.68,0.52
-4.93E+02,0.4,0.48,-0.92,0.2
-4.93E+02,0.64,0.48,-0.36,0.44
-4.93E+02,0.2,-0.32,-0.12,0.28
-4.93E+02,-0.44,-0.08,-0.12,0.52
-4.93E+02,0.64,-0.32,0.12,0.68
-4.93E+02,-0.28,-0.48,-0.12,1.08
-4.93E+02,-1.04,0.08,0.44,1.16
-4.93E+02,-0.16,0.48,0.28,1
-4.93E+02,-0.16,-0.16,0.2,0.28
-4.93E+02,-0.12,-0.32,0.92,0.6
-4.93E+02,0,-0.48,0.04,0.28
-4.93E+02,-0.04,-0.24,0.76,-0.12
-4.93E+02,0.52,-1.04,-0.12,0.28
-4.93E+02,0.32,-0.8,-0.28,0.52
-4.93E+02,-0.04,0,-0.52,0.28
-4.93E+02,-0.68,-0.64,0.44,0.44
-4.93E+02,0.6,-0.4,0.12,0.28
-4.93E+02,0.36,-0.8,0.12,1
-4.93E+02,-0.96,0.16,-0.92,0.2
-4.93E+02,-0.92,0.16,-0.12,0.76
-4.93E+02,0.84,0.16,-0.28,0.44
-4.93E+02,0.04,-0.16,-0.84,0.44
-4.93E+02,-0.16,0.72,-0.28,0.2
-4.93E+02,0.08,-0.48,-0.04,0.6
-4.93E+02,0.48,0.16,0.76,0.52
-4.92E+02,-0.2,-0.32,0.04,0.6
-4.92E+02,-0.28,-0.24,0.04,0.6
-4.92E+02,0.28,-0.88,-0.28,0.36
-4.92E+02,0.28,-0.8,0.04,0.6
-4.92E+02,0.76,-0.08,0.28,0.36
-4.92E+02,-0.12,-0.08,0.2,0.44
-4.92E+02,0,0.32,-0.44,0.6
-4.92E+02,-0.52,0.16,-0.28,0.76
-4.92E+02,-0.76,0,0.04,0.52
-4.92E+02,0.2,-0.24,-0.12,0.76
-4.92E+02,0.24,-0.4,0.52,0.76
-4.92E+02,0.48,0.48,-0.52,0.44
-4.92E+02,-0.04,0.8,-0.04,0.44
-4.92E+02,0.44,1.04,0.12,0.44
-4.92E+02,0.32,-0.08,0.04,0.76
-4.92E+02,0.44,0.88,-0.44,0.2
-4.92E+02,-0.44,0.08,0.04,0.52
-4.92E+02,-0.92,0,-0.44,0.6
-4.92E+02,-0.08,-0.16,-0.68,0.6
-4.92E+02,-0.36,-0.08,-0.84,0.76
-4.92E+02,-0.4,0.8,-0.52,0.44
-4.92E+02,0.88,0.4,-0.36,0.28
-4.92E+02,-0.04,-0.24,0.12,0.76
-4.92E+02,0.16,0.48,-0.12,0.2
-4.92E+02,-0.4,0.24,0.84,0.04
-4.92E+02,0.76,0.32,-0.04,-0.04
-4.92E+02,0.2,0.56,0.28,0.2
-4.92E+02,-0.92,0.16,0.2,0.76
-4.92E+02,-0.4,0.48,0.84,0.76
-4.92E+02,1.12,-0.88,0.36,0.76
-4.92E+02,0.32,-0.24,-0.04,0.84
-4.92E+02,0.12,0.64,-0.76,0.44
-4.92E+02,-0.04,0.16,-1,0.12
-4.92E+02,0,0.48,-0.36,0.76
-4.92E+02,0.68,0.88,-1,0.2
-4.92E+02,-0.08,0.32,-0.12,0.28
-4.92E+02,0.64,1.52,0.36,-0.28
-4.92E+02,0.56,0.24,0.84,0.04
-4.92E+02,-0.24,0.24,0.84,0.44
-4.92E+02,-0.44,0.16,0.2,0.2
-4.92E+02,-1.32,0.56,0.84,1.24
-4.92E+02,0,0,1.24,1.24
-4.92E+02,-0.32,-0.4,1.32,0.68
-4.92E+02,-0.2,0.24,1,0.44
-4.92E+02,0.2,-0.08,1.16,0.52
-4.92E+02,0.32,-1.12,-0.04,0.92
-4.92E+02,0,-0.4,-0.44,0.36
-4.92E+02,-0.4,-0.08,-0.2,0.52
-4.92E+02,0.2,-0.08,-1.16,0.28
-4.92E+02,-0.04,-0.56,-0.44,0.76
-4.92E+02,-0.6,0,-0.52,0.84
-4.92E+02,-0.8,0.16,-0.76,0.36
-4.92E+02,-0.32,-0.64,-0.68,0.36
-4.92E+02,-0.08,-0.4,-0.2,0.6
-4.92E+02,0.24,0.72,0.12,0.12
-4.92E+02,0.16,-0.08,0.52,0.44
-4.92E+02,-0.04,-0.16,0.76,0.68
-4.92E+02,-0.2,-0.16,0.44,0.76
-4.92E+02,-0.12,0.24,0.52,0.36
-4.92E+02,0.04,0.64,0.6,0.6
-4.92E+02,0.12,-0.4,-0.28,0.76
-4.92E+02,-0.2,-0.4,-0.68,0.92
-4.92E+02,0.52,-0.4,-1.48,0.84
-4.92E+02,0.36,-0.08,-2.04,0.68
-4.92E+02,0.88,-0.24,-1.56,0.44
-4.92E+02,0.08,-1.28,-1.8,0.52
-4.92E+02,-0.52,-0.64,-0.84,0.28
-4.92E+02,0.96,-0.48,-0.12,0.52
-4.92E+02,1.28,-1.2,0.6,0.6
-4.92E+02,0.76,-0.08,1.32,0.44
-4.92E+02,-0.4,0.64,0.6,0.28
-4.92E+02,-0.56,0.56,1,0.76
-4.92E+02,0.16,0.56,0.6,1.32
-4.92E+02,-0.68,0.56,1,1
-4.92E+02,-0.32,0.88,0.52,0.76
-4.92E+02,0.32,0.4,0.28,0.36
-4.92E+02,0.24,0.56,-0.04,0.52
-4.92E+02,0.08,1.36,-0.12,0.12
-4.92E+02,-0.16,0.64,-0.44,0.28
-4.92E+02,0.08,0,0.36,1
-4.92E+02,-0.12,0.48,0.12,1.32
-4.92E+02,-0.8,0.56,0.12,1.32
-4.92E+02,-0.72,0.64,0.52,1.08
-4.92E+02,0.48,0.16,-0.12,1.08
-4.92E+02,-0.56,-0.08,1,1
-4.92E+02,-0.32,0.48,0.84,0.76
-4.92E+02,-0.32,1.12,0.44,0.6
-4.92E+02,-1.12,0.08,0.36,1
-4.92E+02,-0.92,0,0.36,1.08
-4.92E+02,-0.56,-0.16,1.24,0.84
-4.92E+02,0.12,-0.24,1.48,0.68
-4.92E+02,0.08,-0.8,1.24,1.08
-4.92E+02,-0.28,-0.8,1.48,1.16
-4.92E+02,0.4,-0.16,0.84,0.76
-4.92E+02,0.12,-0.32,0.6,1
-4.92E+02,0,-0.56,1.48,1.16
-4.92E+02,-0.56,-0.72,1.16,0.92
-4.92E+02,-0.6,-0.32,-0.28,0.84
-4.92E+02,-0.52,-1.2,-0.6,1
-4.92E+02,0.28,-0.88,-0.76,1
-4.91E+02,0.4,-1.2,-0.76,0.84
-4.91E+02,0.16,-0.48,-0.12,0.52
-4.91E+02,1.04,-0.72,0.28,0.6
-4.91E+02,0.52,-0.16,-0.44,0.6
-4.91E+02,-0.28,0.96,-0.52,0.44
-4.91E+02,-0.16,-0.08,0.36,0.76
-4.91E+02,-0.04,-1.52,-0.52,0.76
-4.91E+02,0,-0.64,-0.44,1
-4.91E+02,-0.16,0,-0.2,0.84
-4.91E+02,0.08,-0.8,-0.12,1.24
-4.91E+02,0.64,-0.8,0.44,1
-4.91E+02,0.72,0,0.76,0.84
-4.91E+02,-0.08,0.16,0.52,0.84
-4.91E+02,-0.04,-0.4,0.44,0.84
-4.91E+02,-0.04,-0.4,0.6,1
-4.91E+02,0.12,0.16,0.6,0.52
-4.91E+02,-0.08,0.8,0.6,0.52
-4.91E+02,0.44,0.16,0.68,0.76
-4.91E+02,0.36,-0.08,0.04,0.92
-4.91E+02,-0.28,0.24,-0.44,0.68
-4.91E+02,-0.44,0.48,-0.52,0.36
-4.91E+02,-0.04,0.48,-0.84,0.68
-4.91E+02,0.2,0.16,-0.68,0.68
-4.91E+02,-0.28,0.4,-0.76,1.16
-4.91E+02,-0.64,0.8,-0.28,0.84
-4.91E+02,0.2,0.48,0.28,1
-4.91E+02,0.6,0.4,0.04,0.6
-4.91E+02,-0.88,0.24,0.52,1.16
-4.91E+02,0.04,0.24,1.24,0.76
-4.91E+02,0.16,-0.08,1.4,0.44
-4.91E+02,-0.32,-0.96,0.84,0.44
-4.91E+02,-0.56,-0.24,0.52,0.68
-4.91E+02,-0.04,-0.64,0.6,0.68
-4.91E+02,0.44,-0.88,0.04,1.08
-4.91E+02,0.08,-0.08,-0.44,0.84
-4.91E+02,-1.08,1.6,-0.68,0.6
-4.91E+02,-1.16,0.72,-0.6,0.6
-4.91E+02,-0.92,0.72,-0.52,1.08
-4.91E+02,-1.12,0.32,-0.76,0.44
-4.91E+02,-0.64,0.96,0.12,0.6
-4.91E+02,-0.36,0.56,0.6,1.08
-4.91E+02,-0.32,0.4,0.92,0.2
-4.91E+02,-0.36,0.16,0.68,0.2
-4.91E+02,-0.16,0.64,0.52,0.36
-4.91E+02,-0.04,-0.72,0.36,0.68
-4.91E+02,-0.68,-0.16,0.2,0.76
-4.91E+02,-0.08,0.48,-0.36,0.28
-4.91E+02,0.12,1.2,0.44,0.04
-4.91E+02,1.04,0.08,0.04,0.36
-4.91E+02,0.52,-0.32,0.6,0.36
-4.91E+02,-0.64,-0.16,-0.12,0.2
-4.91E+02,-1.36,0.24,0.44,0.6
-4.91E+02,0.76,-1.2,-0.12,-0.2
-4.91E+02,-0.04,-1.84,-0.52,1.16
-4.91E+02,-0.72,-0.24,-0.44,1.32
-4.91E+02,0.28,0.08,-0.28,0.52
-4.91E+02,-0.84,-0.88,0.04,0.84
-4.91E+02,-0.04,0.4,-0.2,0.12
-4.91E+02,0,-0.08,0.44,0.12
-4.91E+02,0.12,0.48,-0.12,-0.12
-4.91E+02,0.76,-0.24,-0.52,-0.04
-4.91E+02,-0.16,-0.96,-0.28,0.12
-4.91E+02,-1.16,-0.24,0.2,0.6
-4.91E+02,-0.04,-1.04,-0.12,0.68
-4.91E+02,0.76,-1.28,-0.04,0.52
-4.91E+02,-0.28,-1.04,-0.2,0.52
-4.91E+02,0.84,-0.24,-0.68,0.6
-4.91E+02,0.36,-0.72,-0.84,0.92
-4.91E+02,0.4,-1.12,-0.92,0.76
-4.91E+02,-0.12,-1.36,-0.92,0.6
-4.91E+02,0.8,-0.72,-0.52,0.44
-4.91E+02,1.08,-1.36,-0.6,0.6
-4.91E+02,0.52,-0.56,-0.28,0.44
-4.91E+02,-0.44,-0.08,-0.04,0.44
-4.91E+02,-0.24,0,0.68,0.6
-4.91E+02,-0.16,-0.32,0.28,0.28
-4.91E+02,-1,0,0.68,0.52
-4.91E+02,-0.68,0.4,0.2,0.12
-4.91E+02,-1.04,-0.24,0.52,0.76
-4.91E+02,0.96,0.48,0.2,0.2
-4.91E+02,-0.2,0.8,0.84,0.6
-4.91E+02,-0.64,1.36,-0.44,0.2
-4.91E+02,-1,0.56,-0.28,0.36
-4.91E+02,-0.4,0,-0.28,0.52
-4.91E+02,-0.24,-0.56,-0.36,0.92
-4.91E+02,-0.44,0.16,0.04,0.68
-4.91E+02,0.52,-1.12,0.28,0.68
-4.91E+02,-0.04,-0.8,-0.12,0.92
-4.91E+02,-0.24,0.16,-0.6,0.6
-4.91E+02,-0.08,1.36,-0.68,0.28
-4.91E+02,0.36,-0.08,-0.68,0.44
-4.91E+02,-0.16,-0.4,-0.52,0.6
-4.91E+02,-0.28,0.16,-0.12,0.28
-4.91E+02,-0.92,0.56,0.6,0.92
-4.91E+02,0.24,-0.32,-0.2,0.52
-4.91E+02,1.04,-0.08,-0.36,0.84
-4.91E+02,0.4,0.48,-1.4,0.76
-4.91E+02,0.64,1.2,-0.92,0.52
-4.91E+02,-0.08,-0.08,-1,0.68
-4.91E+02,-0.88,0.96,-0.6,0.68
-4.90E+02,-0.44,1.04,-0.68,0.28
-4.90E+02,0.08,0.56,-0.52,0.28
-4.90E+02,0.12,0.72,-0.28,0.36
-4.90E+02,-0.32,0.56,-0.44,0.6
-4.90E+02,-1.24,0.16,0.52,0.92
-4.90E+02,-0.28,-0.56,0.6,0.6
-4.90E+02,0.92,-0.88,0.2,0.76
-4.90E+02,0.6,-0.88,-0.04,0.76
-4.90E+02,0.12,-0.56,0.68,1
-4.90E+02,1.12,-0.56,0.04,1
-4.90E+02,0.72,-0.32,0.6,0.92
-4.90E+02,-0.28,0.32,1.16,0.68
-4.90E+02,-0.84,0.64,1.4,0.6
-4.90E+02,-0.16,-0.16,1.24,0.6
-4.90E+02,-0.44,-0.64,0.92,0.76
-4.90E+02,-0.56,1.04,0.28,0.44
-4.90E+02,-0.72,1.2,0.6,0.44
-4.90E+02,-0.24,0.32,0.6,0.6
-4.90E+02,-0.8,0.48,-0.2,0.92
-4.90E+02,-0.52,1.2,0.12,0.12
-4.90E+02,-0.8,0.08,0.76,0.28
-4.90E+02,-0.64,-0.24,-0.36,0.52
-4.90E+02,0.48,-0.48,-0.84,0.44
-4.90E+02,-0.4,-0.4,-0.44,0.52
-4.90E+02,-0.04,0.08,-0.52,0.44
-4.90E+02,0.08,0,-1.16,0.84
-4.90E+02,0,0.16,-1.48,0.76
-4.90E+02,-0.08,-0.08,-1.16,0.52
-4.90E+02,-0.64,0.16,-1,0.12
-4.90E+02,-0.72,-0.32,-0.84,0.52
-4.90E+02,0.16,0,-0.68,0.44
-4.90E+02,-0.16,-0.4,-0.68,0.76
-4.90E+02,0.24,0.08,-0.12,0.84
-4.90E+02,0.2,0.08,0.36,1.16
-4.90E+02,0.32,-0.56,0.76,0.84
-4.90E+02,-0.76,-0.16,0.92,1
-4.90E+02,-0.4,0.24,0.36,0.6
-4.90E+02,-0.08,-0.56,0.52,0.6
-4.90E+02,0.08,-0.16,-0.04,0.52
-4.90E+02,0.88,0.16,-0.44,0.36
-4.90E+02,1.56,-0.8,-0.44,0.28
-4.90E+02,0.72,-0.88,-0.52,0.44
-4.90E+02,-0.04,-0.08,-0.52,0.44
-4.90E+02,0.32,0,0.52,0.76
-4.90E+02,0.76,-0.24,-0.36,0.52
-4.90E+02,-0.4,0.16,0.84,0.44
-4.90E+02,-1.04,0.48,0.76,0.44
-4.90E+02,-1.24,0.4,1.24,0.92
-4.90E+02,-0.28,0,0.84,0.84
-4.90E+02,-0.64,-0.24,0.76,0.84
-4.90E+02,-0.92,0.24,0.92,0.68
-4.90E+02,-0.28,0,0.52,0.76
-4.90E+02,0.4,-0.4,-0.36,0.92
-4.90E+02,0.48,-0.08,-0.6,0.6
-4.90E+02,-0.04,0.32,-0.6,0.44
-4.90E+02,-0.2,0.48,-0.92,0.36
-4.90E+02,-0.28,-0.56,-1.4,0.36
-4.90E+02,-0.48,0.08,-0.04,0.76
-4.90E+02,-0.28,-0.56,0.36,0.6
-4.90E+02,0.4,-0.64,1.24,0.84
-4.90E+02,0.96,-0.24,1.4,0.52
-4.90E+02,0.36,-0.32,0.84,0.6
-4.90E+02,-0.6,-0.48,1.64,0.92
-4.90E+02,0.44,-0.32,1.16,0.68
-4.90E+02,-0.04,-0.24,0.68,0.76
-4.90E+02,-0.92,0.16,0.36,0.76
-4.90E+02,-1.08,0.8,0.52,0.36
-4.90E+02,-0.16,0.72,0.28,0.52
-4.90E+02,-0.04,0.48,0.52,0.76
-4.90E+02,-0.44,1.2,-0.84,0.44
-4.90E+02,-1.44,1.44,-0.76,0.76
-4.90E+02,-0.28,0.16,-0.52,0.68
-4.90E+02,0.08,-0.96,-0.28,1
-4.90E+02,-0.64,-0.24,0.2,1.08
-4.90E+02,-0.04,0.08,-0.68,0.84
-4.90E+02,0.88,-0.16,-1,0.84
-4.90E+02,0.04,0.08,-0.12,0.44
-4.90E+02,-0.08,0.88,0.52,0.36
-4.90E+02,-0.24,-0.24,0.44,0.52
-4.90E+02,0.84,-1.68,0.44,0.76
-4.90E+02,0.24,-0.96,0.36,0.92
-4.90E+02,0.16,0,0.44,0.68
-4.90E+02,-0.16,-0.08,-0.6,1.16
-4.90E+02,-0.32,-0.4,-1,1.56
-4.90E+02,-0.56,-0.64,-0.68,1.16
-4.90E+02,0,-0.08,-0.6,0.92
-4.90E+02,-0.32,-0.32,-0.12,0.68
-4.90E+02,-0.2,-0.32,-0.2,0.6
-4.90E+02,-0.16,1.04,0.2,0.36
-4.90E+02,0.24,0.72,-0.28,0.84
-4.90E+02,1.28,0.32,-0.28,0.68
-4.90E+02,-0.4,0.48,-0.28,1.16
-4.90E+02,-1.16,0.88,0.12,1.16
-4.90E+02,-0.76,0.4,0.68,1.16
-4.90E+02,-0.12,-0.48,0.76,1.32
-4.90E+02,-0.12,-0.56,0.68,1.32
-4.90E+02,0.6,-0.4,1,0.76
-4.90E+02,1.04,-0.32,0.68,0.76
-4.90E+02,0.08,-1.2,1.08,0.92
-4.90E+02,0.04,-0.8,0.76,0.52
-4.89E+02,-0.52,-0.72,0.2,0.76
-4.89E+02,-0.32,-0.88,0.2,0.6
-4.89E+02,0.48,-1.28,-0.12,0.76
-4.89E+02,-0.96,-0.08,-0.92,1
-4.89E+02,-0.4,0.48,-0.52,0.92
-4.89E+02,0.64,-0.32,-1.16,1.16
-4.89E+02,0.52,-0.4,-0.92,1.4
-4.89E+02,0.44,0.08,-0.28,0.76
-4.89E+02,-0.28,-0.32,0.36,0.36
-4.89E+02,0,-0.24,-0.04,0.92
-4.89E+02,0.84,-1.04,-0.12,0.52
-4.89E+02,0.44,0,-0.28,0.76
-4.89E+02,0.2,0.8,0.36,0.44
-4.89E+02,-0.48,0.24,-0.04,0.92
-4.89E+02,-1.12,0.48,0.2,0.92
-4.89E+02,-1,0.88,-0.2,0.36
-4.89E+02,-0.92,1.04,0.28,1.16
-4.89E+02,-0.32,-0.32,-0.12,1.48
-4.89E+02,-0.08,0.4,-0.28,1
-4.89E+02,-0.2,1.44,-0.28,0.76
-4.89E+02,0.04,1.04,0.04,1.08
-4.89E+02,0.84,-0.08,0.52,0.76
-4.89E+02,0.52,-0.4,0.04,0.2
-4.89E+02,-0.28,-0.08,0.2,0.44
-4.89E+02,0.4,-0.08,-0.28,1
-4.89E+02,0.44,0.08,-0.68,1
-4.89E+02,-0.4,1.04,-0.76,1
-4.89E+02,-0.84,1.52,0.12,1
-4.89E+02,0.32,0.64,-0.12,0.84
-4.89E+02,-0.24,0.08,-0.04,1.16
-4.89E+02,-0.6,1.28,0.44,1.08
-4.89E+02,-1,1.04,0.76,1.16
-4.89E+02,-0.44,0.4,1.4,1.32
-4.89E+02,0.08,-0.56,1.72,1
-4.89E+02,-0.36,0.4,1.48,0.92
-4.89E+02,-0.36,0.96,1.88,0.6
-4.89E+02,0,-0.32,1.16,0.76
-4.89E+02,-0.48,0.4,0.52,1
-4.89E+02,-0.32,0.88,-0.52,0.6
-4.89E+02,-0.4,0.16,-0.2,0.6
-4.89E+02,0.72,-0.56,-0.12,1.08
-4.89E+02,0.36,-1.28,-0.6,1
-4.89E+02,-0.8,0.4,-0.44,1.24
-4.89E+02,-0.68,0.88,0.2,1.16
-4.89E+02,0.56,0,0.44,1.24
-4.89E+02,-0.12,-0.8,0.12,1.08
-4.89E+02,-0.6,0.72,0.28,0.6
-4.89E+02,-0.04,-0.08,1.48,0.76
-4.89E+02,1.16,-0.96,1.08,0.52
-4.89E+02,0.2,-0.24,0.76,0.36
-4.89E+02,-0.44,-0.16,1.16,0.84
-4.89E+02,-0.08,-0.72,1.24,0.92
-4.89E+02,0.48,-0.72,-0.12,0.6
-4.89E+02,-0.52,-0.24,0.52,0.92
-4.89E+02,-0.56,-0.24,0.36,0.76
-4.89E+02,0.28,-0.32,-0.52,0.68
-4.89E+02,-0.28,-0.32,0.2,0.6
-4.89E+02,-1.24,0.48,0.2,0.6
-4.89E+02,-1.08,-0.08,0.12,0.52
-4.89E+02,0.4,-0.56,-1.08,1
-4.89E+02,0.6,-0.8,-0.76,1
-4.89E+02,0.2,-0.56,-0.2,0.52
-4.89E+02,0.24,-0.56,-0.2,0.92
